"scientific_name","New_Decade","unshift_ct","ct_anomaly_months","ct_anomaly_days","group.5","group.3","season"
"Sardinops sagax","1955",5.50935227867929,1.0190873742355,31.0210196717286,"no_change","no_change","spring_summer"
"Sardinops sagax","1965",4.06226019417476,-0.428004710269029,-13.0284633805892,"no_change","no_change","spring_summer"
"Sardinops sagax","1975",3,-1.49026490444379,-45.3636636912689,"no_change","no_change","spring_summer"
"Sardinops sagax","1985",6.31688853145382,1.82662362701004,55.6024232061855,"no_change","no_change","spring_summer"
"Sardinops sagax","1995",4.10223573454862,-0.388029169895169,-11.811607931609,"no_change","no_change","spring_summer"
"Sardinops sagax","2005",3.95923980333771,-0.53102510110608,-16.1644040776691,"no_change","no_change","spring_summer"
"Sardinops sagax","2015",4.48187778891231,-0.0083871155314732,-0.255303796778044,"no_change","no_change","spring_summer"
"Scomber japonicus","1955",6.4751948616733,0.147687588722325,4.49561020070759,"earlier","earlier","spring_summer"
"Scomber japonicus","1965",7.24499907103487,0.917491798083891,27.9284503336736,"earlier","earlier","spring_summer"
"Scomber japonicus","1975",7,0.672492727049023,20.4706786113723,"earlier","earlier","spring_summer"
"Scomber japonicus","1985",5.6907583983139,-0.636748874637079,-19.3826357439527,"earlier","earlier","spring_summer"
"Scomber japonicus","1995",6.39201908687196,0.0645118139209844,1.96373961575476,"earlier","earlier","spring_summer"
"Scomber japonicus","2005",5.49179308243749,-0.83571419051349,-25.4391399592306,"earlier","earlier","spring_summer"
"Scomber japonicus","2015",5.99778641032532,-0.329720862625656,-10.036703058325,"earlier","earlier","spring_summer"
"Scorpaenichthys marmoratus","1955",2.81927710843373,1.39098556926176,42.3416007283279,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","1965",1.6949806949807,0.266689155808718,8.11801790281739,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","1975",1.4369553789867,0.00866383981472119,0.263727283960113,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","1985",0.159060272377333,-1.26923126679464,-38.635399761229,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","1995",1.75491556365228,0.326624024480302,9.94243530518039,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","2005",0.668839212297875,-0.759452326874102,-23.1177288300477,"earlier","earlier","fall_winter"
"Scorpaenichthys marmoratus","2015",1.46401254347522,0.0357210043032454,1.08734737099079,"earlier","earlier","fall_winter"
"Sebastes aurora","1955",4.55615101583747,0.757438953459291,23.0564417433008,"earlier","earlier","spring_summer"
"Sebastes aurora","1965",3.96631433369554,0.16760227131737,5.10181313890074,"earlier","earlier","spring_summer"
"Sebastes aurora","1975",3.55386276700015,-0.244849295378028,-7.45321255130718,"earlier","earlier","spring_summer"
"Sebastes aurora","1985",4.75316631213373,0.954454249755555,29.0535873625591,"earlier","earlier","spring_summer"
"Sebastes aurora","1995",3.47901624948012,-0.31969581289805,-9.73154054461664,"earlier","earlier","spring_summer"
"Sebastes aurora","2005",3.24867497897245,-0.550037083405727,-16.7431288188703,"earlier","earlier","spring_summer"
"Sebastes aurora","2015",3.03379877952776,-0.764913282850411,-23.2839603299665,"earlier","earlier","spring_summer"
"Sebastes diploproa","1955",6.63510157452938,-0.152707614325288,-4.64841978006176,"no_change","no_change","spring_summer"
"Sebastes diploproa","1965",7.18609346621553,0.398284277360863,12.1237734028647,"no_change","no_change","spring_summer"
"Sebastes diploproa","1975",6.11774637318659,-0.670062815668075,-20.3967121089362,"no_change","no_change","spring_summer"
"Sebastes diploproa","1985",7.18394411243242,0.396134923577748,12.0583470737067,"no_change","no_change","spring_summer"
"Sebastes diploproa","1995",6.8254071508442,0.0375979619895297,1.14448196296128,"no_change","no_change","spring_summer"
"Sebastes diploproa","2005",6.15729704904837,-0.630512139806303,-19.1927895357039,"no_change","no_change","spring_summer"
"Sebastes diploproa","2015",7.40907459572619,0.621265406871525,18.9113189851692,"no_change","no_change","spring_summer"
"Sebastes goodei","1955",1.98725212464589,0.290580086632102,8.84525783708118,"no_change","no_change","fall_winter"
"Sebastes goodei","1965",1.30636110084344,-0.390310937170347,-11.8810649274654,"no_change","no_change","fall_winter"
"Sebastes goodei","1975",1,-0.696672038013791,-21.2066968371398,"no_change","no_change","fall_winter"
"Sebastes goodei","1985",3.63551925343718,1.93884721542339,59.0185092374881,"no_change","no_change","fall_winter"
"Sebastes goodei","1995",1.86280197183866,0.166129933824867,5.05699518562895,"no_change","no_change","fall_winter"
"Sebastes goodei","2005",1.08271156447659,-0.6139604735372,-18.6889568144724,"no_change","no_change","fall_winter"
"Sebastes goodei","2015",1.00205825085477,-0.694613787159024,-21.1440436811207,"no_change","no_change","fall_winter"
"Sebastes jordani","1955",3.6679729773168,1.6150620975531,49.1624902495165,"earlier","earlier","fall_winter"
"Sebastes jordani","1965",1.86311445066673,-0.189796429096972,-5.77740330171182,"earlier","earlier","fall_winter"
"Sebastes jordani","1975",1.68534984702066,-0.367561032743042,-11.1885578366982,"earlier","earlier","fall_winter"
"Sebastes jordani","1985",1.7559263386952,-0.296984541068498,-9.04020943012507,"earlier","earlier","fall_winter"
"Sebastes jordani","1995",1.81865466210994,-0.234256217653761,-7.13075926538049,"earlier","earlier","fall_winter"
"Sebastes jordani","2005",1.77195067159378,-0.280960208169925,-8.55242873669252,"earlier","earlier","fall_winter"
"Sebastes jordani","2015",1.8074072109428,-0.245503668820903,-7.47313167890828,"earlier","earlier","fall_winter"
"Sebastes levis","1955",3.78370786516854,1.53828567227352,46.8254158640059,"no_change","no_change","fall_winter"
"Sebastes levis","1965",1.78298965178639,-0.462432541108634,-14.0764465513468,"no_change","no_change","fall_winter"
"Sebastes levis","1975",1.08982376350199,-1.15559842939303,-35.1764161907239,"no_change","no_change","fall_winter"
"Sebastes levis","1985",3.33910706095459,1.09368486805956,33.2917673837331,"no_change","no_change","fall_winter"
"Sebastes levis","1995",1.87742803624372,-0.367994156651303,-11.2017421284657,"no_change","no_change","fall_winter"
"Sebastes levis","2005",1.59338646222971,-0.652035730665316,-19.8479676414522,"no_change","no_change","fall_winter"
"Sebastes levis","2015",2.25151251038023,0.00609031748520295,0.185389264249578,"no_change","no_change","fall_winter"
"Sebastes paucispinis","1955",2.78425335114013,0.948176390796729,28.8624893358524,"no_change","earlier","fall_winter"
"Sebastes paucispinis","1965",1.62735929515941,-0.208717665183988,-6.35336572820059,"no_change","earlier","fall_winter"
"Sebastes paucispinis","1975",1.51466088272716,-0.321416077616239,-9.78390540263831,"no_change","earlier","fall_winter"
"Sebastes paucispinis","1985",1.66824477218222,-0.167832188161176,-5.1088118076262,"no_change","earlier","fall_winter"
"Sebastes paucispinis","1995",2.11658751451345,0.280510554170051,8.53874126893635,"no_change","earlier","fall_winter"
"Sebastes paucispinis","2005",1.45181501769469,-0.384261942648715,-11.6969335342269,"no_change","earlier","fall_winter"
"Sebastes paucispinis","2015",1.68961788898674,-0.14645907135666,-4.45821413209674,"no_change","earlier","fall_winter"
"Sphyraena argentea","1955",6.70658237262923,-0.46677924567904,-14.20876023847,"later","later","spring_summer"
"Sphyraena argentea","1965",6.83123381210266,-0.342127806205608,-10.4143704208987,"later","later","spring_summer"
"Sphyraena argentea","1985",7.12781623474841,-0.0455453835598583,-1.38640147556209,"later","later","spring_summer"
"Sphyraena argentea","1995",7.52849254235583,0.355130924047558,10.8101853280077,"later","later","spring_summer"
"Sphyraena argentea","2005",7.76450115463681,0.591139536328538,17.9942874858407,"later","later","spring_summer"
"Sphyraena argentea","2015",7.08154359337668,-0.0918180249315892,-2.79494067891758,"later","later","spring_summer"
"Stenobrachius leucopsarus","1955",3.91797150435047,0.91470813513309,27.8437156334513,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","1965",2.7293451075409,-0.273918261676477,-8.33807188543196,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","1975",2.50057969779523,-0.502683671422142,-15.30169095809,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","1985",3.2521195941452,0.248856224927821,7.57518348680286,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","1995",2.85494804306913,-0.148315326148245,-4.51471852795259,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","2005",2.83488503094904,-0.16837833826833,-5.12543661688798,"no_change","earlier","spring_summer"
"Stenobrachius leucopsarus","2015",2.93299460667166,-0.0702687625457155,-2.13898113189158,"no_change","earlier","spring_summer"
"Stomias atriventer","1955",2.70510033444816,0.908569878622643,27.6568671052733,"earlier","earlier","fall_winter"
"Stomias atriventer","1965",1.44476011221989,-0.351770343605624,-10.7078892593552,"earlier","earlier","fall_winter"
"Stomias atriventer","1975",1.82409028138738,0.0275598255618599,0.838921090103015,"earlier","earlier","fall_winter"
"Stomias atriventer","1985",2.50534427157108,0.708813815745557,21.5762925512948,"earlier","earlier","fall_winter"
"Stomias atriventer","1995",1.4954746304905,-0.301055825335018,-9.16413932319795,"earlier","earlier","fall_winter"
"Stomias atriventer","2005",1.23339260126496,-0.563137854560555,-17.1419162928233,"earlier","earlier","fall_winter"
"Stomias atriventer","2015",1.36755095939665,-0.428979496428865,-13.0581358712947,"earlier","earlier","fall_winter"
"Symbolophorus californiensis","1955",5.07512788582998,-0.0898615956966919,-2.7353869730073,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","1965",5.175865304475,0.010875822948325,0.331060050547013,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","1975",6.01278433020824,0.847794848681568,25.8068751938669,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","1985",4.87312501570745,-0.291864465819222,-8.88435433953711,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","1995",5.1370708674361,-0.0279186140905745,-0.849842612917088,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","2005",5.37214883976758,0.207159358240911,6.30593086485332,"no_change","earlier","spring_summer"
"Symbolophorus californiensis","2015",4.50880412726236,-0.656185354264316,-19.9742821838058,"no_change","earlier","spring_summer"
"Symphurus atricaudus","1955",9.31330006509004,0.807362887209534,24.5761262866582,"no_change","earlier","spring_summer"
"Symphurus atricaudus","1965",8.42695080159137,-0.0789863762891407,-2.40434529424144,"no_change","earlier","spring_summer"
"Symphurus atricaudus","1985",7.84822535874202,-0.65771181913849,-20.0207477745756,"no_change","earlier","spring_summer"
"Symphurus atricaudus","1995",8.70563697865025,0.199699800769741,6.07886193543092,"no_change","earlier","spring_summer"
"Symphurus atricaudus","2005",8.92362830674385,0.417691128863344,12.7145179626002,"no_change","earlier","spring_summer"
"Symphurus atricaudus","2015",7.81788155646552,-0.688055621414988,-20.9444131158722,"no_change","earlier","spring_summer"
"Tactostoma macropus","1955",6.95699682763483,0.312889434411971,9.52435438350039,"earlier","earlier","spring_summer"
"Tactostoma macropus","1965",7.78770209382454,1.14359470060169,34.8110226863153,"earlier","earlier","spring_summer"
"Tactostoma macropus","1975",7,0.355892606777145,10.8333709502963,"earlier","earlier","spring_summer"
"Tactostoma macropus","1985",5.96078672190385,-0.683320671319009,-20.8002812349506,"earlier","earlier","spring_summer"
"Tactostoma macropus","1995",5.86704736803573,-0.777060025187128,-23.6537071666962,"earlier","earlier","spring_summer"
"Tactostoma macropus","2005",7.16826261431336,0.524155221090508,15.9552849299951,"earlier","earlier","spring_summer"
"Tactostoma macropus","2015",5.76795612684768,-0.876151266375171,-26.6700445484602,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","1955",5.2639452938366,0.508043723235543,15.4648509352899,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","1965",4.49545984746523,-0.260441723135824,-7.92784605225449,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","1975",4.74463380148131,-0.0112677691197494,-0.342990892005171,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","1985",5.30542812377333,0.549526553172274,16.727588278564,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","1995",5.22581049915521,0.469908928554158,14.3040277851886,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","2005",4.16281292999604,-0.593088640605014,-18.0536182200166,"earlier","earlier","spring_summer"
"Tarletonbeania crenularis","2015",4.09322049849967,-0.662681072101389,-20.1720118347663,"earlier","earlier","spring_summer"
"Tetragonurus cuvieri","1955",8.53153405902817,-1.49727921230909,-45.5771792226886,"later","later","fall_winter"
"Tetragonurus cuvieri","1965",10.4020487513085,0.373235479971254,11.361288010325,"later","later","fall_winter"
"Tetragonurus cuvieri","1975",9.35857241965844,-0.670240851678812,-20.402131525103,"later","later","fall_winter"
"Tetragonurus cuvieri","1985",10.0098469402902,-0.0189663310470429,-0.577335117071987,"later","later","fall_winter"
"Tetragonurus cuvieri","1995",10.2639891745192,0.235175903181942,7.1587544928583,"later","later","fall_winter"
"Tetragonurus cuvieri","2005",10.0116510382067,-0.0171622331305636,-0.522418376494357,"later","later","fall_winter"
"Tetragonurus cuvieri","2015",11.6240505163496,1.59523724501231,48.5590217381747,"later","later","fall_winter"
"Trachurus symmetricus","1955",5.13668588285042,0.578415474945126,17.6069670573296,"no_change","no_change","spring_summer"
"Trachurus symmetricus","1965",4.22906985947795,-0.329200548427346,-10.0208646941284,"no_change","no_change","spring_summer"
"Trachurus symmetricus","1975",4.23016572318212,-0.328104684723179,-9.98750660297358,"no_change","no_change","spring_summer"
"Trachurus symmetricus","1985",4.50325592315788,-0.0550144847474181,-1.67464091571141,"no_change","no_change","spring_summer"
"Trachurus symmetricus","1995",4.18532312595397,-0.372947281951323,-11.3525152625983,"no_change","no_change","spring_summer"
"Trachurus symmetricus","2005",4.60911691977212,0.0508465118668271,1.54776782122622,"no_change","no_change","spring_summer"
"Trachurus symmetricus","2015",5.01427542094261,0.456005013037315,13.8807925968559,"no_change","no_change","spring_summer"
"Triphoturus mexicanus","1955",6.78652343440845,-0.41296764772251,-12.5707351966732,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","1965",7.81190637293338,0.612415290802411,18.6419214520254,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","1975",7.30904726008944,0.109556177958472,3.3348900570559,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","1985",7.51147389975527,0.3119828176243,9.4967569684837,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","1995",7.7144852656817,0.514994183550735,15.6764229472844,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","2005",6.82100060924418,-0.378490472886786,-11.5212499946738,"no_change","earlier","spring_summer"
"Triphoturus mexicanus","2015",6.44200073280434,-0.757490349326623,-23.0580062335024,"no_change","earlier","spring_summer"
